V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15
363	7	51	389	148	306	393	276	29	153	277	297	146	282	92
264	32	51	176	67	365	127	230	74	64	321	234	103	66	116
60	17	49	18	191	53	236	103	112	118	272	213	36	120	353
259	337	164	252	26	273	317	129	58	289	157	332	88	279	62
279	86	361	75	297	368	148	350	258	87	108	292	362	184	32
33	277	230	153	341	131	81	223	94	86	60	373	201	324	396
241	128	367	206	352	3	263	122	377	222	114	366	209	69	381
219	27	145	22	301	401	46	299	143	276	87	171	86	207	24
387	382	114	187	334	118	314	47	331	267	381	247	3	41	174
166	110	10	198	92	133	293	59	5	74	256	77	94	231	104
135	200	8	235	73	94	29	296	255	7	136	147	168	47	157
258	161	357	72	272	366	400	375	222	355	235	401	162	284	112
323	42	238	272	48	46	183	139	396	295	146	25	179	108	177
100	323	291	46	132	357	368	79	229	394	133	242	253	106	237
129	378	264	46	77	193	117	120	182	304	183	31	10	207	125
334	204	317	141	300	362	121	304	244	387	215	18	54	152	368
5	263	390	247	394	314	384	371	104	7	115	353	130	245	311
90	297	45	200	87	329	401	189	211	8	323	374	348	284	119
361	346	264	154	4	312	76	38	8	178	170	296	114	27	168
91	178	365	83	112	393	317	266	156	347	373	346	315	217	20
21	3	243	5	6	248	111	52	191	376	147	343	350	331	193
155	156	255	308	1	67	284	356	233	87	53	217	247	154	95
140	399	5	246	329	66	111	223	234	85	95	327	219	9	14
309	107	284	95	191	158	81	308	278	365	387	171	398	15	300
330	340	332	158	71	63	282	363	368	396	176	138	296	397	38
152	316	364	393	106	188	272	38	297	253	268	159	288	233	219
311	146	173	98	117	88	220	74	20	124	150	163	106	130	333
111	13	393	314	29	193	185	183	341	399	63	364	384	62	134
368	75	150	137	66	184	290	18	177	205	259	67	52	87	226
5	283	339	357	352	180	190	78	186	333	99	132	125	74	279
208	109	398	133	317	205	88	367	83	206	284	250	330	144	279
30	76	203	128	363	263	2	349	37	132	199	134	373	352	123
398	180	130	295	228	60	400	359	311	285	299	53	102	203	327
245	26	340	32	278	14	217	247	70	354	384	326	2	11	53
268	298	320	399	304	137	262	234	24	326	104	240	361	79	308
104	394	62	339	72	147	141	102	98	154	45	168	356	60	321
233	119	318	41	334	304	206	59	343	236	168	98	311	361	210
301	367	335	80	145	47	111	241	130	243	397	302	346	108	268
142	17	120	278	350	117	360	149	9	257	216	234	340	258	277
375	362	60	329	241	89	249	218	31	350	369	16	390	312	272
196	361	33	378	226	128	364	64	135	176	24	197	252	25	265
206	24	227	252	383	123	243	125	124	295	43	17	77	293	216
389	112	56	8	219	114	319	316	103	303	399	123	107	67	196
247	285	79	135	83	9	356	266	19	350	255	345	329	256	20
389	77	7	221	362	160	308	265	25	294	134	371	299	151	309
51	370	77	336	284	265	362	49	30	194	82	133	358	57	18
256	265	333	90	274	104	28	327	293	369	214	294	181	230	393
212	82	274	97	367	403	80	326	309	92	186	373	53	73	113
380	137	202	322	243	5	229	106	284	162	22	76	383	121	192
332	233	394	266	56	362	200	81	354	375	64	14	142	383	212
1	351	163	35	308	354	183	38	276	297	356	268	198	255	133
185	303	259	335	249	61	188	329	217	3	385	1	192	307	391
352	175	3	300	279	391	253	193	4	292	94	382	172	255	210
394	245	88	62	403	138	210	201	173	36	105	174	227	111	131
275	148	403	21	107	315	36	264	396	128	74	192	250	5	359
359	275	205	6	29	317	375	159	378	361	274	174	261	349	187
75	163	283	190	2	382	246	341	336	80	240	230	148	127	5
380	212	194	357	35	84	142	87	37	402	193	345	19	111	281
315	167	350	88	31	165	86	238	288	212	161	227	252	286	307
35	349	308	387	385	342	248	174	32	238	2	228	367	179	21
355	205	130	346	28	337	200	107	274	64	299	285	68	385	165
374	294	62	380	110	297	217	60	169	50	204	138	143	67	73
235	342	308	108	240	104	99	202	383	248	377	394	159	116	140
40	382	270	349	206	276	44	380	304	359	192	201	219	220	309
354	301	322	2	241	9	302	324	370	240	199	170	271	266	290
42	397	104	34	6	44	143	142	335	227	246	400	382	137	119
304	334	8	403	395	256	387	274	202	27	118	178	10	353	121
348	95	349	338	86	264	129	134	298	259	202	333	172	94	379
368	348	237	186	42	347	48	282	35	311	234	83	374	333	235
267	15	86	285	351	123	381	229	69	98	264	289	193	77	31
348	110	55	304	374	120	234	282	316	169	385	184	356	226	145
247	266	235	373	335	20	63	333	117	260	150	230	246	356	378
86	256	48	113	249	309	47	9	396	31	36	315	19	37	400
46	152	224	127	49	308	187	65	151	123	396	27	196	273	8
226	104	25	118	107	27	285	258	46	394	399	137	286	397	179
38	286	191	360	193	151	171	330	95	202	173	255	323	10	143
224	400	392	169	89	141	226	217	18	135	394	133	131	195	91
11	245	25	92	85	95	311	205	174	57	136	397	38	385	84
204	1	15	215	177	182	111	210	368	138	292	282	328	341	22
178	220	271	142	326	175	387	221	212	257	119	241	23	251	329
185	312	326	268	38	345	311	225	35	329	62	344	274	383	341
70	53	183	148	243	38	303	140	81	346	166	79	239	160	37
207	372	327	138	3	397	51	110	359	323	259	92	119	116	269
88	351	346	145	319	225	226	317	378	356	1	107	278	272	250
101	102	74	282	399	381	9	100	218	385	327	211	56	72	267
402	398	211	66	117	5	3	20	184	93	231	79	267	172	25
212	274	126	382	384	328	383	289	34	355	168	158	81	225	201
232	344	73	66	87	292	180	12	244	346	375	199	173	345	335
117	41	242	317	162	102	379	299	238	17	240	385	216	260	210
236	183	53	18	64	50	204	147	276	190	323	56	114	214	42
49	186	168	152	47	87	259	85	351	275	108	345	6	13	366
1	99	187	121	258	240	169	175	389	257	277	136	355	207	214
275	208	341	150	312	292	62	146	201	396	338	133	110	163	145
128	256	10	186	39	153	2	372	88	243	73	202	40	274	78
394	347	120	86	45	50	152	246	226	22	395	52	368	16	133
317	323	228	250	279	4	117	131	167	85	8	380	206	80	6
198	50	257	212	32	402	394	39	280	384	74	200	151	389	153
351	269	213	347	336	24	207	373	372	324	128	53	144	391	223
227	40	349	395	43	182	286	241	75	95	258	92	341	342	238
383	61	160	247	372	54	362	169	111	377	387	90	190	392	299
352	303	172	319	202	398	72	29	138	222	195	310	394	156	129
80	224	60	16	68	111	155	287	393	56	334	140	228	4	38
374	383	375	167	123	137	20	257	288	177	295	204	341	198	38
6	202	80	61	110	184	191	289	29	9	14	363	388	102	318
288	116	326	231	209	340	76	87	114	3	363	247	220	163	393
351	59	82	184	101	197	156	211	256	30	210	387	284	108	1
328	51	112	385	5	164	120	314	22	33	215	136	375	329	192
58	307	211	308	161	213	378	117	111	28	27	165	399	346	339
21	107	168	252	368	299	249	18	305	284	402	283	256	79	207
255	97	23	400	8	132	164	355	22	358	184	221	267	256	107
305	92	146	133	100	344	134	377	52	303	107	298	15	300	366
291	331	162	74	191	108	133	114	18	287	296	240	241	170	238
176	265	365	370	160	20	386	230	58	251	313	372	109	111	216
12	253	172	54	320	101	346	196	186	221	230	141	286	227	258
136	210	70	44	205	373	91	355	33	240	366	60	402	45	61
131	23	229	201	81	27	226	168	314	337	133	45	103	64	174
120	323	133	130	20	69	377	125	9	78	217	381	50	143	65
29	72	403	361	151	386	233	298	203	241	208	9	318	41	352
231	163	151	371	186	71	206	3	119	28	348	160	237	387	34
116	58	378	132	321	218	356	213	23	364	330	136	6	71	114
115	219	300	334	38	139	182	157	97	390	235	109	76	279	307
168	291	38	6	2	222	390	317	113	88	163	208	393	386	397
318	14	13	227	154	207	306	158	75	23	122	107	58	345	251
235	387	37	35	342	335	71	111	225	216	38	86	48	389	363
362	360	382	243	321	109	214	115	60	101	207	375	277	162	59
350	63	373	338	76	96	144	45	109	110	385	201	228	239	178
370	284	101	8	317	103	171	194	299	214	212	227	236	258	71
155	148	310	224	199	29	9	275	229	122	3	182	205	192	260
376	211	49	139	177	201	20	81	153	68	353	9	379	193	287
19	184	116	396	230	46	104	135	152	403	286	132	315	111	384
276	104	259	247	153	360	86	178	383	4	194	224	68	17	50
399	119	106	366	253	314	64	165	72	95	101	86	288	37	220
341	372	318	72	364	239	278	114	65	334	8	344	281	172	60
27	212	5	16	1	347	219	52	197	350	356	334	66	176	270
386	289	243	89	395	130	368	218	80	139	19	308	259	261	201
103	79	209	68	39	363	6	85	241	299	35	118	312	389	392
210	131	309	42	347	60	111	64	197	402	127	180	252	273	38
386	378	208	211	22	164	134	135	318	228	21	110	368	351	217
354	51	210	141	332	109	304	125	293	131	288	374	37	190	389
339	217	288	71	380	167	234	282	363	127	376	337	331	129	182
366	194	178	273	31	382	95	384	177	199	399	290	389	20	391
95	181	357	365	382	169	324	42	196	229	306	402	252	137	138
359	157	66	348	39	11	149	315	13	272	102	197	147	352	331
17	136	61	344	127	55	320	114	198	166	336	123	280	38	156
36	5	129	118	319	115	62	309	21	134	379	363	323	1	361
104	34	163	333	18	160	259	84	13	364	40	392	97	209	186
400	358	78	321	355	156	158	291	395	175	85	267	196	102	6
36	251	180	250	169	122	61	269	107	229	13	248	163	41	312
8	308	175	31	81	248	295	331	127	352	168	89	42	97	210
117	216	81	233	223	10	274	5	231	289	143	165	98	144	167
130	120	327	378	287	289	271	278	139	5	6	69	283	226	44
243	105	8	106	176	184	102	245	77	380	401	337	82	398	35
348	357	204	89	223	13	363	126	60	321	210	37	317	109	294
225	199	203	325	159	83	250	107	1	100	213	155	268	388	253
378	90	177	247	82	387	201	139	17	273	248	4	151	380	160
157	4	235	251	230	102	35	146	28	361	370	175	318	309	338
176	293	309	238	402	299	163	127	174	376	240	335	201	393	126
104	395	286	29	5	133	325	302	301	108	77	10	403	274	44
248	53	16	376	251	3	363	329	137	319	112	60	201	56	116
389	62	77	60	103	242	38	147	338	232	239	11	2	117	304
243	340	298	376	29	116	95	210	274	219	113	222	13	266	169
272	239	292	117	63	380	156	336	344	366	139	351	98	257	340
11	46	264	162	330	400	41	24	348	150	352	22	7	166	139
271	3	285	339	223	403	12	300	114	204	111	342	185	270	340
282	71	141	246	384	158	54	180	16	183	63	42	218	376	207
241	330	250	189	287	246	345	62	257	19	5	145	48	318	110
336	283	253	200	290	104	147	272	346	227	146	212	274	58	349
152	195	267	104	125	211	217	105	345	168	157	42	156	12	102
149	251	104	277	197	161	279	91	139	164	118	182	94	40	52
82	182	128	333	196	207	160	321	177	4	123	6	383	315	77
286	198	354	297	27	35	235	349	193	92	7	314	325	167	403
272	165	154	249	362	75	326	65	342	44	199	160	118	219	332
28	328	115	398	252	354	338	358	212	109	238	152	205	211	280
276	363	329	252	271	341	155	136	265	342	298	62	259	375	251
128	305	316	47	70	209	401	333	164	239	139	19	32	48	198
351	151	392	146	223	159	315	317	221	284	71	356	259	118	217
104	306	154	209	137	309	381	47	347	102	235	244	44	96	342
79	125	74	251	395	340	133	140	168	200	151	234	142	53	385
389	98	50	328	102	225	171	7	222	126	255	236	368	326	301
10	246	207	396	106	309	187	270	384	236	317	341	259	24	105
251	252	368	349	132	238	100	146	168	228	403	346	287	343	291
356	333	378	239	213	278	403	107	398	322	314	257	31	363	124
25	73	160	103	132	134	94	144	364	77	75	295	291	368	359
4	229	253	371	301	293	248	401	130	198	291	318	237	143	109
9	393	242	22	367	122	248	161	175	46	157	362	178	315	63
79	190	322	252	121	135	327	371	180	238	183	392	166	89	272
50	116	301	139	113	247	219	75	52	8	125	98	176	322	188
367	151	104	110	361	216	329	240	398	322	127	75	394	263	270
387	119	40	61	92	114	12	367	20	266	222	331	334	41	221
269	280	372	208	362	144	345	396	74	53	18	121	200	277	26
403	277	128	337	316	89	144	221	365	176	302	55	199	345	129
33	263	117	137	261	48	153	112	335	300	156	202	360	98	23
25	366	215	327	180	80	191	62	400	42	34	276	353	317	196
280	358	75	118	10	291	167	398	296	384	335	288	218	36	50
114	200	143	393	255	148	234	259	169	334	57	332	23	267	286
355	184	303	250	218	130	69	243	140	22	83	352	370	260	230
272	156	243	282	104	7	352	330	117	315	343	180	136	42	211
225	107	285	386	17	88	389	110	162	298	99	330	240	167	277
6	211	10	163	98	341	93	281	129	231	326	348	307	178	168
308	309	114	390	141	92	246	168	119	60	378	278	152	189	145
42	294	163	352	340	292	329	342	371	61	275	365	285	152	98
266	307	97	389	53	302	33	39	262	221	50	8	306	114	362
362	57	253	182	163	34	290	351	270	255	26	235	81	317	138
93	185	115	207	237	36	79	392	224	318	323	77	248	232	230
175	164	177	79	197	122	100	304	258	371	217	318	161	231	396
64	348	101	3	149	4	121	258	316	345	276	285	82	222	2
366	365	4	156	378	209	49	130	297	240	69	135	271	293	258
10	198	90	276	91	380	6	146	42	173	124	36	86	77	109
80	291	24	244	138	323	106	327	392	164	343	311	197	361	42
340	237	10	57	101	9	12	392	144	99	108	184	376	106	73
121	171	137	114	47	352	100	120	70	45	165	158	378	87	4
309	359	120	90	99	259	360	154	296	275	303	225	115	337	21
160	72	67	228	17	203	316	291	372	309	151	288	338	147	153
164	36	354	12	403	40	94	174	188	362	265	286	230	211	232
342	224	300	75	368	70	313	344	37	359	324	36	371	330	398
207	226	364	98	51	192	194	377	331	134	29	53	66	298	195
332	56	6	170	162	158	164	131	194	19	36	76	27	109	347
203	185	230	202	34	17	223	175	390	294	88	188	146	77	370
278	369	14	288	203	127	41	147	216	215	131	16	142	362	314
40	63	46	250	172	329	327	215	113	175	403	85	396	20	290
372	189	52	287	326	312	322	125	237	45	117	120	219	53	351
46	272	270	211	91	173	186	226	240	340	268	321	25	175	168
146	190	131	51	92	162	259	144	343	76	188	375	70	366	346
218	127	304	233	377	403	327	247	213	273	254	241	140	239	175
174	229	322	35	353	271	81	401	61	241	22	239	217	101	272
231	154	270	399	43	71	387	120	397	101	35	188	265	60	317
213	116	103	8	203	231	372	95	80	49	302	226	138	388	179
382	355	31	144	373	330	187	223	245	338	134	351	35	174	105
224	77	40	258	106	89	208	330	141	250	20	16	117	22	185
278	164	385	347	42	19	180	108	366	5	321	51	170	382	286
124	213	43	365	77	24	403	88	398	145	324	40	283	207	153
172	88	132	276	212	12	136	80	50	298	375	49	346	39	114
300	44	236	135	371	339	321	128	38	115	31	357	99	46	399
185	167	369	193	227	217	159	9	285	323	231	220	241	356	317
197	310	287	204	371	340	233	11	164	158	263	273	176	375	171
315	101	66	395	239	14	163	195	159	24	294	46	266	112	280
171	10	287	222	325	248	139	204	40	50	37	399	19	386	239
334	82	372	270	394	48	31	244	139	241	400	19	252	227	149
272	393	72	105	330	365	400	43	248	61	219	353	211	78	35
396	122	229	272	337	221	4	303	343	196	186	127	239	59	379
27	5	351	127	296	134	188	116	390	283	47	357	370	388	204
217	255	267	152	195	19	358	174	208	236	140	30	85	271	10
245	15	70	368	316	259	132	61	148	14	294	372	84	396	227
69	271	357	347	297	128	401	64	54	315	262	134	288	158	7
88	185	6	178	158	76	400	357	397	300	228	77	200	37	343
402	58	4	129	180	121	363	31	54	153	356	224	185	389	283
113	110	162	202	165	403	271	144	68	151	306	332	195	313	85
234	273	253	6	383	345	344	308	313	8	89	287	263	93	15
213	101	50	303	2	244	87	355	377	284	161	340	272	386	110
130	124	7	201	132	136	342	185	36	41	165	215	389	274	238
345	287	375	43	22	191	121	213	381	189	262	379	247	36	208
137	35	104	31	168	24	261	63	106	295	235	201	123	219	221
103	186	181	368	374	309	260	373	174	105	226	8	327	63	200
391	28	158	38	47	308	255	123	46	327	58	57	92	72	242
155	159	115	377	84	122	181	378	260	32	16	360	184	357	268
131	311	99	73	351	58	79	295	287	105	239	59	237	49	101
110	137	40	228	144	146	349	242	249	239	68	213	359	6	394
176	290	146	238	87	8	181	126	20	315	174	169	165	89	402
125	303	309	181	118	313	397	281	244	4	161	318	258	271	164
371	113	110	266	26	365	225	354	234	226	204	81	395	69	201
14	132	151	111	239	222	302	358	155	291	287	92	128	66	333
113	269	314	203	285	39	94	26	59	200	326	286	92	85	260
192	214	81	286	149	308	279	119	326	185	380	338	215	287	384
189	23	27	47	183	400	335	376	210	218	227	32	45	127	333
327	325	366	36	68	91	260	276	329	107	278	180	57	105	19
64	6	295	248	139	155	365	19	225	363	369	114	44	76	99
5	267	33	133	239	62	325	90	343	152	314	47	391	209	242
317	30	53	173	10	104	325	42	375	16	395	350	348	124	145
248	49	276	207	297	319	36	390	199	74	287	165	258	22	5
188	165	127	334	255	346	337	2	395	115	58	361	197	92	285
79	161	48	324	220	205	122	250	49	328	351	23	327	226	357
399	249	45	275	106	128	314	192	320	72	183	223	270	285	38
99	33	280	197	152	338	173	283	330	55	378	41	307	72	91
298	120	17	28	376	45	293	281	381	58	150	292	47	348	176
296	362	260	51	120	252	242	301	229	369	202	330	367	290	279
219	382	259	214	82	102	208	2	4	10	248	19	79	112	180
3	239	150	263	243	111	2	81	302	361	118	83	82	338	72
36	243	4	307	27	33	246	124	241	257	298	3	23	131	359
153	241	184	44	166	14	332	307	267	191	212	61	99	159	334
97	156	381	185	108	98	16	63	343	104	218	393	77	235	229
327	149	184	137	182	387	278	165	306	155	292	371	81	305	375
389	209	29	275	181	287	169	53	14	152	299	17	384	334	192
185	200	351	93	27	320	355	376	366	208	387	124	120	190	139
98	397	304	77	263	64	132	41	143	183	22	342	168	63	184
21	225	35	176	282	270	344	375	177	151	184	58	49	67	53
182	258	304	333	154	96	322	379	219	4	202	330	366	305	399
151	298	368	223	2	222	214	98	86	227	387	18	266	389	253
383	19	245	118	53	306	286	94	96	199	87	388	284	66	84
135	378	313	197	230	290	281	369	139	319	225	9	252	85	218
66	394	208	356	251	362	355	331	30	242	218	35	181	230	305
321	132	217	254	316	111	84	364	177	157	144	150	47	401	145
316	20	143	215	125	321	277	333	47	100	161	148	42	292	179
370	352	58	359	382	364	50	121	251	11	247	397	357	125	206
235	123	39	389	149	315	398	311	216	354	375	319	289	291	139
258	211	42	10	27	386	150	87	365	287	96	125	392	86	117
24	31	352	169	103	70	72	279	398	204	200	378	349	338	10
297	202	30	224	38	255	380	16	329	200	304	47	179	34	90
388	336	248	213	297	61	260	288	65	184	74	250	35	36	363
241	175	142	290	345	320	62	166	367	117	389	193	391	260	317
67	37	76	287	356	72	347	17	8	30	22	393	329	149	145
271	245	147	263	105	349	212	269	264	368	94	92	219	280	391
199	23	262	48	174	386	33	219	322	60	30	281	28	332	171
82	239	180	64	21	241	45	396	288	150	197	36	242	256	403
9	274	325	302	130	202	78	318	250	168	98	127	52	205	190
158	117	33	318	137	384	345	326	209	295	82	59	21	109	241
197	40	164	281	139	67	324	204	259	132	137	386	374	96	198
7	163	237	320	325	172	43	30	31	301	94	198	173	152	54
328	87	204	3	170	259	288	36	223	231	305	224	70	238	233
12	390	47	173	332	140	207	206	118	383	289	75	193	327	77
343	216	42	156	99	307	303	226	335	252	45	320	135	33	304
284	285	5	261	126	329	15	75	36	352	168	31	325	319	194
137	238	99	318	52	291	262	379	333	256	95	182	151	18	202
108	89	96	324	25	279	161	312	307	30	306	363	130	128	95
186	325	375	82	229	347	256	205	331	111	241	224	28	369	156
126	385	300	78	335	30	393	232	24	374	152	186	401	377	28
167	25	219	105	255	143	186	18	244	142	318	363	49	163	22
273	359	124	280	114	26	132	119	262	84	237	279	331	370	268
267	129	201	228	246	24	47	261	193	268	381	52	386	168	387
233	357	163	319	206	356	125	123	21	64	361	259	170	292	61
17	346	10	342	228	217	166	180	144	253	332	95	46	126	21
87	319	42	385	290	34	69	89	322	359	6	266	136	236	388
95	70	111	48	66	292	333	136	161	75	142	379	89	295	356
396	91	378	218	319	290	181	183	403	207	184	82	110	391	355
151	17	361	392	129	29	290	356	201	137	150	117	7	111	108
93	44	342	350	174	143	7	358	57	359	96	128	27	198	284
379	130	287	206	280	164	90	359	6	42	199	170	289	384	255
221	91	64	223	176	45	197	200	331	373	403	102	237	302	325
255	186	214	265	208	350	130	291	332	56	181	27	184	213	167
158	220	240	294	206	227	121	105	84	370	178	348	228	320	313
208	270	166	58	115	210	364	193	388	48	128	94	57	277	266
212	129	218	340	392	242	203	158	138	388	141	347	301	377	65
80	292	301	382	226	64	62	29	155	353	194	250	359	86	261
283	233	219	145	45	122	87	90	86	235	295	187	223	284	324
148	307	251	217	387	31	299	375	167	57	36	94	324	174	386
349	150	97	73	401	289	191	51	402	157	364	131	300	344	273
93	307	343	62	127	177	84	4	27	270	401	372	21	211	329
346	160	135	332	353	61	108	102	142	400	46	263	171	74	75
356	161	6	238	298	18	58	363	299	329	313	52	64	15	201
369	187	188	92	379	311	108	70	393	388	288	320	190	140	183
332	361	6	172	96	289	14	176	284	101	147	274	326	275	43
